date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:33:10	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2009:48:10%20GMT	http://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/icon-for-mobile_72x72.png?v=127936111694927947721569321403	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/icon-for-mobile_72x72b7fc.png	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:11	5380/5380	---M--	200	added ('OK')	image/png	date:Wed,%2008%20May%202024%2009:48:11%20GMT	https://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/icon-for-mobile_72x72.png?v=127936111694927947721569321403	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/icon-for-mobile_72x72b7fc.png	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:11	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2009:48:11%20GMT	http://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/icon-for-mobile_76x76.png?v=127936111694927947721569321403	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/icon-for-mobile_76x76b7fc.png	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:12	5833/5833	---M--	200	added ('OK')	image/png	date:Sat,%2004%20May%202024%2000:28:32%20GMT	https://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/icon-for-mobile_76x76.png?v=127936111694927947721569321403	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/icon-for-mobile_76x76b7fc.png	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:12	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2009:48:12%20GMT	http://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/icon-for-mobile_114x114.png?v=127936111694927947721569321403	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/icon-for-mobile_114x114b7fc.png	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:12	10222/10222	---M--	200	added ('OK')	image/png	date:Sat,%2004%20May%202024%2000:36:05%20GMT	https://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/icon-for-mobile_114x114.png?v=127936111694927947721569321403	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/icon-for-mobile_114x114b7fc.png	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:12	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2009:48:12%20GMT	http://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/icon-for-mobile_120x120.png?v=127936111694927947721569321403	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/icon-for-mobile_120x120b7fc.png	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:13	10984/10984	---M--	200	added ('OK')	image/png	date:Sat,%2004%20May%202024%2000:28:32%20GMT	https://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/icon-for-mobile_120x120.png?v=127936111694927947721569321403	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/icon-for-mobile_120x120b7fc.png	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:13	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2009:48:13%20GMT	http://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/icon-for-mobile_144x144.png?v=127936111694927947721569321403	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/icon-for-mobile_144x144b7fc.png	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:14	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2009:48:14%20GMT	http://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/icon-for-mobile_152x152.png?v=127936111694927947721569321403	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/icon-for-mobile_152x152b7fc.png	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:14	14515/14515	---M--	200	added ('OK')	image/png	date:Wed,%2008%20May%202024%2009:48:14%20GMT	https://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/icon-for-mobile_144x144.png?v=127936111694927947721569321403	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/icon-for-mobile_144x144b7fc.png	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:15	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2009:48:15%20GMT	http://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/logo.png?50402	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/logo88c6.png	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:15	15683/15683	---M--	200	added ('OK')	image/png	date:Wed,%2008%20May%202024%2009:48:15%20GMT	https://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/icon-for-mobile_152x152.png?v=127936111694927947721569321403	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/icon-for-mobile_152x152b7fc.png	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:15	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20May%202024%2009:48:15%20GMT	https://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/logo.png?50402	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/logo88c6.png	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:16	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2009:48:16%20GMT	http://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/timber.scss.css?v=50630386324334466081656107945	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/timber.scssf628.css	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:16	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2009:48:16%20GMT	http://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/bootstrap.min.css?v=151781649694409514881569321395	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/bootstrap.min3146.css	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:16	54650/54650	---MCZ	200	added ('OK')	text/css	date:Sat,%2004%20May%202024%2000:28:03%20GMT	https://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/timber.scss.css?v=50630386324334466081656107945	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/timber.scssf628.css	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:16	137271/137271	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:7825228a352623dcb3b04ffa4ed01dd2%22	https://eurotas-demo.myshopify.com/	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/index.html	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:18	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2009:48:16%20GMT	http://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/linearicons.css?v=144254328223744494971569321409	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/lineariconsc8c1.css	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:18	155758/155758	---MCZ	200	added ('OK')	text/css	date:Sat,%2004%20May%202024%2000:28:02%20GMT	https://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/bootstrap.min.css?v=151781649694409514881569321395	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/bootstrap.min3146.css	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:18	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2009:48:18%20GMT	http://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/themify-icons.css?v=17828378678609318721569321414	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/themify-icons0c8c.css	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:18	7092/7092	---MCZ	200	added ('OK')	text/css	date:Sat,%2004%20May%202024%2000:28:02%20GMT	https://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/linearicons.css?v=144254328223744494971569321409	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/lineariconsc8c1.css	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:19	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2009:48:19%20GMT	http://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/linea-ecommerce10.css?v=46937253256390999961569321409	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/linea-ecommerce1029c7.css	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:19	13918/13918	---MCZ	200	added ('OK')	text/css	date:Tue,%2007%20May%202024%2005:47:18%20GMT	https://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/themify-icons.css?v=17828378678609318721569321414	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/themify-icons0c8c.css	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:19	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2009:48:19%20GMT	http://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/font-awesome.min.css?v=21869632697367095781569321399	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/font-awesome.mina07f.css	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:19	4864/4864	---MCZ	200	added ('OK')	text/css	date:Sat,%2004%20May%202024%2001:00:44%20GMT	https://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/linea-ecommerce10.css?v=46937253256390999961569321409	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/linea-ecommerce1029c7.css	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:20	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2009:48:20%20GMT	http://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/slick.css?v=98340474046176884051569321413	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/slick2a6c.css	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:20	30946/30946	---MCZ	200	added ('OK')	text/css	date:Sat,%2004%20May%202024%2000:28:02%20GMT	https://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/font-awesome.min.css?v=21869632697367095781569321399	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/font-awesome.mina07f.css	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:20	1418/1418	---MCZ	200	added ('OK')	text/css	date:Sat,%2004%20May%202024%2001:00:45%20GMT	https://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/slick.css?v=98340474046176884051569321413	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/slick2a6c.css	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:20	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2009:48:20%20GMT	http://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/slick-theme.css?v=101064838771465012011569321412	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/slick-theme95af.css	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:21	2469/2469	---MCZ	200	added ('OK')	text/css	date:Sat,%2004%20May%202024%2000:28:02%20GMT	https://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/slick-theme.css?v=101064838771465012011569321412	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/slick-theme95af.css	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:21	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2009:48:21%20GMT	http://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/jquery.fancybox.min.css?v=19278034316635137701569321407	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/jquery.fancybox.minea59.css	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:21	12795/12795	---MCZ	200	added ('OK')	text/css	date:Sat,%2004%20May%202024%2001:00:44%20GMT	https://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/jquery.fancybox.min.css?v=19278034316635137701569321407	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/jquery.fancybox.minea59.css	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:21	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2009:48:21%20GMT	http://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/engo-customize.scss.css?v=63988098522665217291573293485	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/engo-customize.scss6b1d.css	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:22	273739/273739	---MCZ	200	added ('OK')	text/css	date:Sat,%2004%20May%202024%2001:00:46%20GMT	https://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/engo-customize.scss.css?v=63988098522665217291573293485	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/engo-customize.scss6b1d.css	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:22	3667/3667	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2008%20May%202024%2009:48:22%20GMT	https://eurotas-demo.myshopify.com/checkouts/internal/preloads.js?locale=en-NP	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/checkouts/internal/preloadsaad9.js	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:22	0/0	---M--	200	added ('OK')	application/javascript	date:Wed,%2008%20May%202024%2009:48:22%20GMT	https://shop.app/checkouts/internal/preloads.js?locale=en-NP&shop_id=14556135478	C:/My%20Web%20Sites/shoes/shop.app/checkouts/internal/preloads.2bd9f4.delayed	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:22	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2009:48:22%20GMT	http://eurotas-demo.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-9f951eb7d8d53973c719de211f807d63af81c644e5b9a6ae72661ac408d472f6.js	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-9f951eb7d8d53973c719de211f807d63af81c644e5b9a6ae72661ac408d472f6.js	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:22	12547/12547	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2003%20May%202024%2021:27:56%20GMT	https://eurotas-demo.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-9f951eb7d8d53973c719de211f807d63af81c644e5b9a6ae72661ac408d472f6.js	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-9f951eb7d8d53973c719de211f807d63af81c644e5b9a6ae72661ac408d472f6.js	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:24	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2009:48:23%20GMT	http://eurotas-demo.myshopify.com/cdn/shop/t/18/compiled_assets/styles.css?50402	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/compiled_assets/styles88c6.css	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:24	124884/124884	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2008%20May%202024%2009:40:16%20GMT	https://eurotas-demo.myshopify.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:24	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2009:48:24%20GMT	http://eurotas-demo.myshopify.com/cdn/shop/t/18/compiled_assets/scripts.js?50402	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/compiled_assets/scripts88c6.js	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:24	59/59	---MCZ	200	added ('OK')	text/css	date:Sat,%2004%20May%202024%2001:00:45%20GMT	https://eurotas-demo.myshopify.com/cdn/shop/t/18/compiled_assets/styles.css?50402	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/compiled_assets/styles88c6.css	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:24	0/0	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2004%20May%202024%2001:00:47%20GMT	https://eurotas-demo.myshopify.com/cdn/shop/t/18/compiled_assets/scripts.js?50402	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/compiled_assets/scripts88c6.js	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:25	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2009:48:25%20GMT	http://eurotas-demo.myshopify.com/cdn/shopifycloud/shopify/assets/themes_support/api.jquery-b0af070cfe3f5cf7c92f9e2a5da2665ee07ed2aad63bb408f8d6672f894a5996.js	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shopifycloud/shopify/assets/themes_support/api.jquery-b0af070cfe3f5cf7c92f9e2a5da2665ee07ed2aad63bb408f8d6672f894a5996.js	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:26	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2009:48:25%20GMT	http://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/modernizr-2.8.3.min.js?v=174727525422211915231569321410	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/modernizr-2.8.3.min4e1f.js	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:26	6070/6070	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2003%20May%202024%2022:07:41%20GMT	https://eurotas-demo.myshopify.com/cdn/shopifycloud/shopify/assets/themes_support/api.jquery-b0af070cfe3f5cf7c92f9e2a5da2665ee07ed2aad63bb408f8d6672f894a5996.js	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shopifycloud/shopify/assets/themes_support/api.jquery-b0af070cfe3f5cf7c92f9e2a5da2665ee07ed2aad63bb408f8d6672f894a5996.js	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:26	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2009:48:26%20GMT	http://eurotas-demo.myshopify.com/cdn/shopifycloud/shopify/assets/themes_support/option_selection-86cdd286ddf3be7e25d68b9fc5965d7798a3ff6228ff79af67b3f4e41d6a34be.js	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shopifycloud/shopify/assets/themes_support/option_selection-86cdd286ddf3be7e25d68b9fc5965d7798a3ff6228ff79af67b3f4e41d6a34be.js	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:27	15514/15514	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2004%20May%202024%2000:28:02%20GMT	https://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/modernizr-2.8.3.min.js?v=174727525422211915231569321410	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/modernizr-2.8.3.min4e1f.js	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:27	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2009:48:27%20GMT	http://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/loader.gif?v=9076874988191347041569321409	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/loadercdfe.gif	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:27	9609/9609	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2003%20May%202024%2022:43:03%20GMT	https://eurotas-demo.myshopify.com/cdn/shopifycloud/shopify/assets/themes_support/option_selection-86cdd286ddf3be7e25d68b9fc5965d7798a3ff6228ff79af67b3f4e41d6a34be.js	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shopifycloud/shopify/assets/themes_support/option_selection-86cdd286ddf3be7e25d68b9fc5965d7798a3ff6228ff79af67b3f4e41d6a34be.js	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:28	96381/96381	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js	C:/My%20Web%20Sites/shoes/ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
15:33:28	2545/2545	---M--	200	added ('OK')	image/gif	date:Wed,%2008%20May%202024%2009:48:28%20GMT	https://eurotas-demo.myshopify.com/cdn/shop/t/18/assets/loader.gif?v=9076874988191347041569321409	C:/My%20Web%20Sites/shoes/eurotas-demo.myshopify.com/cdn/shop/t/18/assets/loadercdfe.gif	(from https://eurotas-demo.myshopify.com/?_ab=0&_fd=0&_sc=1)
